order_id,day_of_week,store,on_demand,products_by_units,products_by_kgs,shopper_picking_speed,shopper_found_rate,distance,total_minutes
7bc6454b15f00afc58acf32baf5563c2,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,11,0,0.8,0.8521,0.841837473,49.530832
757b36ad385609f3555685581ef50fa0,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,24,13,0.8,0.8521,0.833101026,76.353344
58562c85bfa6961e5ba51582071da2dd,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,25,20,0.8,0.8521,1.799362732,121.364531
81f6506179a71815a1cfb1ba21ac3427,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,8,1,2.8,0.7758,0.961523914,79.091647
f26517afb0c34f8743a7f93bd8245e01,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,24,0,2.8,0.7758,0.486453936,113.734261
dd355d0e95f8a6395f017e80bd6bf720,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,5,0,2.8,0.7758,0.304381446,50.530146
7ddfc7921001a0ea6755aa59598119bb,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,3,1,2.8,0.7758,1.280945688,56.872994
29b35a2e2f312a2ba4d713181d29d1d0,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,10,0,2.8,0.7758,1.344410622,100.901003
569bedcd4ac17ddc745f3c752f8235f8,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,8,1,2.8,0.7758,1.117823138,76.304938
779d38a1e11e84b90d79d8a16f5f38a8,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,20,4,2,0.8595,1.390140811,80.875581
7c1f219bb80e04086d80628c314fc7e4,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,45,2,2,0.8595,0.573656969,144.816449
b870122c61ec4dc393cf5078cd7f8d9e,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,3,2,2,0.8595,3.613709229,71.464518
f32cb9a184f61d265fc17a1b9bddcbe0,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,10,7,2,0.8595,4.004327957,99.594572
55053ddfd035250ab79c11ef2e22e9f3,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,1,0,1.38,0.8689,2.592307577,90.070798
e3df8a7f91f34e2aac5b910628247614,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,6,3,1.38,0.8689,2.005895413,67.44218
0d4160c0a9237f3d9e370deb3c47cace,domingo,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,21,11,1.38,0.8689,4.476502272,136.088086
fecb8e86a7b6a87c4ae9102a3edba45c,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,33,8,1.38,0.8689,0.57258036,98.026298
79f925d830a7cce8a299a44b2c28364a,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,10,5,1.38,0.8689,1.694416529,108.582938
4af73bc063efe0e59b9df853b6ec2b1d,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,8,11,1.38,0.8689,1.410629226,93.478583
d4b6841033bfda30c79a59437dc3a34e,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,13,11,1.38,0.8689,0.025883557,77.34303
ad7f066542af34072cb101898ae5b0af,lunes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,5,3,1.38,0.8689,2.583174793,64.793985
282677f99c16c21fa7e5fada636cf1b9,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,12,6,1.38,0.8689,0.959753029,71.170205
d4c3721b582a43b13c4d6c8e0667c88a,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,35,5,1.23,0.8442,2.689654781,126.207238
ace92384d1fc5531343d4ebbb3358056,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,21,2,1.23,0.8442,0.252165734,109.297609
320756470af9d437e45b770827d7d3ac,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,11,4,1.23,0.8442,0.883645374,82.916299
0c3046e831a6f69bfbb669159a61df64,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,25,2,1.23,0.8442,3.719583437,96.701016
c68b7fb2b63e5d0392a24b3d2d14295e,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,6,5,1.23,0.8442,3.335163896,90.120881
11ecdd51fa18bac0bbf3765161e54eba,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,24,12,1.23,0.8442,0.500448637,169.198486
94f225060187a3798651285e422a7602,lunes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,10,2,1.23,0.8442,0.151181602,67.654992
cf32df83f8129cd003ff86675726bc91,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,14,12,1.23,0.8442,0.681999209,124.024462
0090cbdb11f277f261b907450028fea3,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,16,12,1.23,0.8442,0.507526815,87.474892
e09b8f9da2bc2b5316aca0aeffaa6f8a,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,30,5,1.23,0.8442,2.32601127,103.110469
25341bb6016c6ceeecaae85ca86c918d,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,26,0,1.23,0.8442,1.181420669,64.798083
5ba90f8eeaa50112fb7791cb3e8e4418,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,22,16,1.29,0.8272,1.431741242,108.721885
8e380efb23d7acf1eb1fd2f3c728adc2,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,14,4,1.29,0.8272,2.083380314,70.512732
0b87c95470c08f95f9c1b530d7a72ee4,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,8,6,1.29,0.8272,2.157946817,98.016204
718123e1c0f7e3fd40728e2efadf7564,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,51,22,1.29,0.8272,1.131928186,160.648952
95ad3ec96fca907ab433336c1ed34030,lunes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,15,0,1.29,0.8272,0.968641599,61.278612
047be340e5cdf9ca7204934e0c8adaef,lunes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,21,12,1.29,0.8272,0.650160826,88.445754
8002115a8115bd5125971fcddb030e22,lunes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,21,2,1.29,0.8272,0.720866852,65.926668
86f84e3b3b281505451e40b3f45c6bda,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,23,5,1.29,0.8272,0.711486881,110.83495
2f77366223ec9f4978b093ac919269d5,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,55,31,1.29,0.8272,2.572974891,214.793914
7d4f311fc1afefcf83f7112ccf4689a1,lunes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,12,1,1.29,0.8272,0.105980942,64.624744
b4bb026ea5f407820cab1785a0d4f638,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,24,18,1.29,0.8272,0.709027314,107.874102
eefc35eb1f86cf3037662e50004396a8,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,34,9,1.29,0.8272,0.109848551,115.993277
a142a00475cde2e32517ae3f72a72e8c,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,40,15,1.29,0.8272,2.342151194,159.115994
a9530724978d3b6ddf5ef2e40c7c072e,viernes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,9,1,2.56,0.8445,0.305102241,122.309813
21322e3a9915d7031c4365a75c54e77f,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,9,1,1.6,0.8656,1.649149753,64.757229
2f7b79af3741466aa9119fbbcb8f3f3a,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,17,5,1.6,0.8656,0.702529564,65.288815
66f0f7ff539b7c2fb8afb672621d7b74,jueves,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,22,8,1.6,0.8656,0.529039687,79.470617
a2a65cbac9be0f2031abd971a139c41d,viernes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,4,7,1.6,0.8656,0.514294448,70.560842
16a395cb5d0d752698b3203a4cf6e659,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,12,3,1.6,0.8656,2.714482026,87.555126
111e1972b0d870ce705de22e7d99cb93,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,9,0,2.23,0.8398,0.984009427,79.175442
cfefce37122086d54c6ecb6d1e43d8e6,sabado,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,9,0,2.23,0.8398,4.269669266,83.374337
4454d9335b938b7f3e990201d7313511,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,29,12,2.23,0.8398,3.088362232,158.59341
8bd7d87977e08b2a8f24e40b1ab30e46,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,17,8,1.57,0.8543,1.291096337,89.680815
778d397a573a414544bdfd378d358b5d,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,16,2,1.57,0.8543,1.021428647,59.255802
88cf6125c025825b33a41e08a1b6c7ca,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,17,13,1.57,0.8543,2.81945292,85.242284
6ad0c61f56cb7128e6b1f7714bf3694b,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,14,3,1.57,0.8543,2.937312369,69.57787
70493b3e17288d9372065135bb98e974,jueves,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,14,4,1.91,0.7818,8.962109786,85.549559
e5d8d108332c970a6fa1fea71338ffc2,viernes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,12,3,1.91,0.7818,9.436716313,95.646966
77bb26d9a9e760ebaef126c916315d87,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,18,7,1.95,0.7438,3.731017653,74.220762
39a30ff2301e24fa4f68787c073ee429,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,14,3,1.58,0.8231,0.797652935,52.472436
9dc14ab151bdfd54dac0f890dae716ca,viernes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,6,1,1.58,0.8231,2.399102592,70.307027
1a65e7bd612b95fd9577f3de4e4ad1e1,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,23,4,1.58,0.8231,1.775450286,120.557927
bec36400a38c2455c779de55c9b24910,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,21,4,1.58,0.8231,0.104928972,93.406653
69494fd5ce4031d259910c6b00d1182b,domingo,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,9,2,1.58,0.8231,1.91671352,83.443876
79dc122945c9a416cc4e1f8737524dbd,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,45,14,1.48,0.8606,2.209169181,114.559419
751b5898c389646498eabdc27dea5f86,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,15,3,1.48,0.8606,1.148578011,86.922962
f0fd6a025e0e2970fcc3277856094726,jueves,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,12,2,1.48,0.8606,0.410036456,45.532555
8e544fc360f516d55b81e3dbea6bf784,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,18,14,3.6,0.8533,0.785138942,186.063078
1ea99bc38542dbe412f403484bbe0ccb,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,11,13,1.43,0.8444,0.293569096,139.96785
9f5386fce3af9d1ec260b4439ba7d0b1,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,1,0,1.43,0.8444,0.650549924,102.671823
df1962d3adaf0ae5785692f2a4bf333f,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,14,0,1.43,0.8444,1.822634338,89.497343
a4cd245a43d9f65bf61787e1f80221f1,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,2,0,1.43,0.8444,1.802827319,60.461622
f274bdac143110130f1b4e9f23310753,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,1,0,1.43,0.8444,1.790149655,57.23612
5daeb154fad04529c0d2194b96191be1,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,5,1,1.43,0.8444,3.092300397,91.896204
5ddc365f83db020fc56cf8286d8c2ba9,jueves,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,4,0,1.43,0.8444,3.819134041,64.099313
678f82fb804f8d0782299f82e83e5440,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,20,0,1.43,0.8444,2.122553092,70.967316
1cd6a4e37c3c4bd3f59dce829f2b7f29,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,5,5,1.43,0.8444,0.413456265,78.226881
7731a58baf52235feb296b113f3203c3,sabado,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,4,2,1.43,0.8444,1.685822784,60.967965
300b6df56cc2b6da5b4abe91b155d908,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,18,5,1.43,0.8444,0.950170973,104.451279
391d4ee99ef0a0633660b090f30e5236,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,11,0,1.43,0.8444,1.548685306,93.505099
cc90dd1b210b94d5f3472737c0212932,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,12,6,1.43,0.8444,2.434218318,95.235821
faf0d0ecb178e3e5b62e2a0241483931,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,7,0,1.43,0.8444,1.260313955,114.498665
c22e2cbe4212de60d8dc9e3933abbc70,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,32,2,1.6,0.8639,3.338503937,156.786611
594a90b49c9b51e11144877b9fe14f89,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,23,15,1.6,0.8639,4.426158053,139.557467
c730d557bcf5ce9da763fb1aea5c28f6,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,7,0,1.88,0.8638,1.596791599,57.301012
e8f939b84269deef79f4e10ff9a1105f,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,23,20,1.68,0.8717,1.773967636,149.615893
f1a1117b52b9e59549a79e22d9da6c86,jueves,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,26,6,1.68,0.8717,1.640136901,107.954324
9c5fe03819991215d77edcb411b26e74,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,21,0,1.68,0.8717,4.80235944,95.232881
6520cd29ad3a1f431ba791efcd50b4f7,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,10,2,1.68,0.8717,1.797561043,70.035276
f38bb86153b7335ce70ac162acad99ee,domingo,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,15,0,1.68,0.8717,2.374447133,71.852579
c142167f622e1ef91903c03318dfd450,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,33,16,1.68,0.8717,3.231485737,165.097873
1a6f39446bcb2d278ab0b742a6c0be70,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,22,0,1.68,0.8717,1.722657916,96.357757
aa27faab417dd85e7f59a2959bae99a0,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,9,0,1.68,0.8717,0.898573771,102.367242
02eb1544c64668f92ff1ddd37630afd9,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,20,5,1.48,0.9053,2.335147308,114.367828
3abf42bef08ed1bc216234155dc6b5b5,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,44,26,1.75,0.8678,0.517485175,187.609244
6ababbfa91af021c227c86fd028b4911,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,12,23,1.75,0.8678,7.718609261,153.351483
522e87e954bdfb5fe12d377860c91bb1,sabado,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,6,0,2.58,0.8416,1.335190851,73.215663
ed309b88aa8112cf099f9dec95c49fe0,sabado,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,18,0,1.16,0.8299,1.223326392,70.715877
1e18b37a864cdc2542e7157bdcffccb5,sabado,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,9,4,1.16,0.8299,0.876346826,103.671197
e1706d00821f81f3945ea1e57cc062d9,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,10,7,1.16,0.8299,0.855863469,90.730059
01965445026a2e9b520bf1a8cb8cdb89,jueves,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,10,6,1.8,0.8037,2.413377755,72.796292
0de9cb45cf65561f093831917e7a104e,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,17,4,3,0.8497,2.553553683,105.351488
2ea9db8b538c5e5ee21bfabb6c103901,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,12,3,1.6,0.8857,0.13060066,104.601458
ce71f89bde84f333120983bc4bf52cc0,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,7,7,1.61,0.8764,0.957807864,68.510811
454d01be4862436e3fd6f3eb9800d9f1,martes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,8,4,1.61,0.8764,3.413655853,70.344624
85a858d0853494251c9e1870cfb31ca5,martes,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,17,7,1.61,0.8764,0.264661427,108.842755
a8d9564e3a0fbf4a025b282076cb673c,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,14,9,1.61,0.8764,1.771304014,83.890047
990c75ad07dbe3f81dae0ee2c347c6d1,miercoles,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,6,11,1.61,0.8764,0.665551984,63.754658
6cbfc9612baf68c19844696587ad01a0,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,17,8,1.61,0.8764,1.07933587,80.471749
1b5a7670e5002fc9fb962a31e7a0bad0,viernes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,6,4,1.61,0.8764,1.868768814,71.776348
4fefea9ad82d39a472fe43b25e927c85,domingo,60e4c4e1c1a8bc79123738227b9d0b08,TRUE,12,15,1.61,0.8764,0.203954233,84.54248
fff700bbf6650c5adf83273166da6d58,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,21,11,1.61,0.8764,1.251245394,98.367853
58ef4197634bfd39c49563947e7fb5b5,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,13,1,1.61,0.8764,1.389454695,97.067433
75fb9ff028f1cf1fbfb47a5aebb2f83c,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,16,5,1.61,0.8764,2.036067785,85.486404
35a7a3c9663f22dc3ed34dc64820fe56,domingo,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,11,5,1.61,0.8764,1.141321957,115.004527
12a74a8e7dbacf67ceaec11ffb11b839,lunes,60e4c4e1c1a8bc79123738227b9d0b08,FALSE,20,17,1.61,0.8764,0.760223895,134.935272
